iter	RMSE
176	7.397169571
177	7.301671634
178	7.282354173
179	7.264188391
180	7.245741392
181	7.225964449
182	7.140381703
183	7.128403759
184	7.076065715
185	7.059541271
186	6.996305173
187	6.954569896
188	6.89640688
189	6.880865493
190	6.802465489
191	6.787836203
192	6.77411197
193	6.736774872
194	6.678580126
195	6.665394038
196	6.646604196
197	6.594326005
198	6.541952246
199	6.524356663
200	6.510905372
201	6.4398467
202	6.417131908
203	6.39652732
204	6.348753456
205	6.315114933
206	6.274924093
207	6.239673035
208	6.194936747
209	6.145144581
210	6.109999632
211	6.08137301
212	6.041162856
213	6.01426481
214	5.976644396
215	5.946781278
216	5.923343597
217	5.859300307
218	5.832126792
219	5.813504879
220	5.78026065
221	5.716245512
222	5.711108865
223	5.67328383
224	5.668457745
225	5.629680155
226	5.606163256
227	5.588962212
228	5.559252598
229	5.553861337
230	5.519862923
231	5.51282704
232	5.485973896
233	5.427006253
234	5.400798511
235	5.385066114
236	5.330197969
237	5.325849019
238	5.302343852
239	5.274141138
240	5.25886546
241	5.232397234
242	5.215371893
243	5.197502504
244	5.185100232
245	5.159849894
246	5.133906596
247	5.111877444
248	5.053371427
249	5.031155386
250	5.010329435
251	4.999135357
252	4.979852154
253	4.926577551
254	4.911384933
255	4.880466562
256	4.8530327
257	4.827021783
258	4.793677811
259	4.772880347
260	4.745825142
261	4.722830123
262	4.712402802
263	4.694135733
264	4.667308882
265	4.644915934
266	4.624409322
267	4.588583472
268	4.578742522
269	4.554924431
270	4.53232684
271	4.501318449
272	4.481337529
273	4.452196333
274	4.438607882
275	4.418409608
276	4.399450313
277	4.389688805
278	4.371680907
279	4.344776529
280	4.337334826
281	4.320298424
282	4.294844289
283	4.287707782
284	4.271577032
285	4.247484936
286	4.229008548
287	4.222395526
288	4.207050934
289	4.184688667
290	4.168000384
291	4.153485819
292	4.131352061
293	4.110465791
294	4.083618424
295	4.064833852
296	4.047842063
297	4.029813917
298	4.000010524
299	3.989040191
300	3.980340527
301	3.970017587
302	3.947053178
303	3.938839125
304	3.931841336
305	3.924280345
306	3.905428978
307	3.884669632
308	3.870642148
309	3.856366175
310	3.844363508
311	3.826656666
312	3.809498612
313	3.792857761
314	3.768173252
315	3.754869224
316	3.746601926
317	3.740182012
318	3.723617912
319	3.709283522
320	3.703120845
321	3.695686824
322	3.680667228
323	3.668848262
324	3.655202952
325	3.641524008
326	3.630615141
327	3.626741151
328	3.62048886
329	3.615271345
330	3.609546776
331	3.580923973
332	3.566036565
333	3.546516867
334	3.540680461
335	3.535141098
336	3.529569632
337	3.522592966
338	3.515853381
339	3.496677383
340	3.472572232
341	3.45751351
342	3.44846158
343	3.443859849
344	3.438624715
345	3.407160287
346	3.403057704
347	3.372080657
348	3.367392521
349	3.353607208
350	3.340509775
351	3.332203094
352	3.327617237
353	3.323256987
354	3.296399277
355	3.270594598
356	3.257766862
357	3.228736931
358	3.195516106
359	3.192623458
360	3.180368165
361	3.177654293
362	3.165998342
363	3.163448734
364	3.132421008
365	3.129990559
366	3.106630697
367	3.095306027
368	3.06726568
369	3.06495863
370	3.048298004
371	3.036744461
372	3.034517025
373	3.001883669
374	2.988609824
375	2.957375019
376	2.935276359
377	2.91998801
378	2.898884485
379	2.884673376
380	2.86451795
381	2.849678188
382	2.817464044
383	2.792229375
384	2.778870686
385	2.751120598
386	2.732264373
387	2.719712091
388	2.707050632
389	2.681469403
390	2.67071583
391	2.659221566
392	2.654402533
393	2.632214666
394	2.621575831
395	2.599449279
396	2.590313971
397	2.575802245
398	2.561013849
399	2.541307652
400	2.524430185
401	2.511831888
402	2.493653374
403	2.486239544
404	2.479189658
405	2.475917986
406	2.470421795
407	2.44978984
408	2.433840572
409	2.430770267
410	2.428116496
411	2.416566225
412	2.399640241
413	2.391932794
414	2.38938206
415	2.371214166
416	2.355599879
417	2.340678758
418	2.333211587
419	2.32240413
420	2.308041506
421	2.305083705
422	2.291342023
423	2.279459139
424	2.268574654
425	2.256461711
426	2.240342446
427	2.226843669
428	2.219078742
429	2.201444713
430	2.19448531
431	2.181675017
432	2.174788121
433	2.168756336
434	2.162620158
435	2.153612456
436	2.147257713
437	2.136748843
438	2.127794209
439	2.104254107
440	2.081657797
441	2.075411542
442	2.058711239
443	2.041759781
444	2.038423164
445	2.032256011
446	2.02664489
447	2.016541279
448	2.008696404
449	1.996841882
450	1.976744557
451	1.966623361
452	1.955760453
453	1.948359845
454	1.927348429
455	1.916309967
456	1.907764098
457	1.897632407
458	1.877948279
459	1.868091517
460	1.85308482
461	1.838641355
462	1.833932853
463	1.829454819
464	1.813391683
465	1.793598111
466	1.773451885
467	1.770679736
468	1.752509601
469	1.742128378
470	1.72953002
471	1.71598681
472	1.706412799
473	1.6939373
474	1.676682745
475	1.672265462
476	1.668220189
477	1.664179805
478	1.655572938
479	1.647569904
480	1.641330291
481	1.633090678
482	1.618085551
483	1.612094989
484	1.608221724
485	1.605817748
486	1.600118896
487	1.598017215
488	1.592566499
489	1.585829588
490	1.581748304
491	1.5754134
492	1.571938907
493	1.566004948
494	1.560217119
495	1.557882083
496	1.552539193
497	1.547469806
498	1.541808528
499	1.536574262
500	1.532280753
501	1.528223911
502	1.517899196
503	1.513411438
504	1.509805937
505	1.504656747
506	1.503241932
507	1.493455252
508	1.483784719
509	1.471175539
510	1.467859456
511	1.45598299
512	1.444807315
513	1.43428789
514	1.430894598
515	1.427005609
516	1.417026622
517	1.407754236
518	1.404016727
519	1.395332466
520	1.391772063
521	1.383635689
522	1.376030844
523	1.372618645
524	1.363001239
525	1.355816696
526	1.3490988
527	1.34274383
528	1.338870559
529	1.332877422
530	1.327272128
531	1.318128368
532	1.31442732
533	1.309045109
534	1.300323904
535	1.2968174
536	1.29105547
537	1.285599945
538	1.280592249
539	1.272058149
540	1.269206943
541	1.265652475
542	1.25673517
543	1.25201556
544	1.245454498
545	1.242462677
546	1.230115945
547	1.226182078
548	1.221021708
549	1.214611237
550	1.211716918
551	1.20370997
552	1.200617777
553	1.1925426
554	1.184785619
555	1.180311323
556	1.177369248
557	1.168028067
558	1.160691857
559	1.155924128
560	1.152888161
561	1.145848269
562	1.140709705
563	1.136224081
564	1.134578349
565	1.130856538
566	1.123151763
567	1.117376327
568	1.114339864
569	1.10968115
570	1.104157318
571	1.102686917
572	1.098235697
573	1.097229824
574	1.091653856
575	1.090704766
576	1.083464838
577	1.074727374
578	1.071852993
579	1.063821032
580	1.054867583
581	1.047262675
582	1.046112299
583	1.038910102
584	1.034405126
585	1.033316457
586	1.030360245
587	1.023408879
588	1.022051732
589	1.015494869
590	1.009446274
591	1.008430097
592	1.002661407
593	0.9964834198
594	0.990993537
595	0.9851733446
596	0.9819983314
597	0.976790864
598	0.9679477451
599	0.9651531777
600	0.9600397232
601	0.9568538641
602	0.9522808329
603	0.9500753605
604	0.9450235389
605	0.9423918827
606	0.9333594144
607	0.9261787166
608	0.9240274666
609	0.9216555506
610	0.9196051228
611	0.9147908468
612	0.9102719799
613	0.9021128677
614	0.8999780592
615	0.8977801368
616	0.8957742529
617	0.8935468653
618	0.8891149861
619	0.8826904584
620	0.8738342327
621	0.873197221
622	0.872239461
623	0.8640756009
624	0.8632529807
625	0.862484437
626	0.8528401246
627	0.8507772874
628	0.842911547
629	0.8376865147
630	0.8358308883
631	0.8305646066
632	0.8293649534
633	0.8241675463
634	0.8194409793
635	0.8156218336
636	0.8138456496
637	0.8098765346
638	0.8080521724
639	0.8031905616
640	0.7956489217
641	0.7897246582
642	0.7843533185
643	0.778792641
644	0.774372064
645	0.7695730543
646	0.7678675946
647	0.7636814091
648	0.7625127427
649	0.761740285
650	0.7600872365
651	0.7532992134
652	0.7493260523
653	0.7459614833
654	0.7443202406
655	0.7417532414
656	0.7380967068
657	0.7339902467
658	0.7278475386
659	0.7244062659
660	0.7216659588
661	0.7182855445
662	0.7153358431
663	0.7121286512
664	0.709778952
665	0.707621664
666	0.7056112085
667	0.6977972907
668	0.6949951675
669	0.6893648203
670	0.6881411328
671	0.6832895823
672	0.6778714566
673	0.6744410155
674	0.6721938852
675	0.6690383187
676	0.6673063404
677	0.664155413
678	0.6626691656
679	0.6611369908
680	0.6578848119
681	0.6541270698
682	0.6505493923
683	0.6471424201
684	0.6441948675
685	0.6424415666
686	0.6406905878
687	0.6375187242
688	0.6347993918
689	0.6320098669
690	0.6312838083
691	0.627328834
692	0.6266645605
693	0.6260452655
694	0.6225748261
695	0.6214929819
696	0.6180879422
697	0.6175198411
698	0.6169900975
699	0.6160761789
700	0.6128972997
701	0.612395559
702	0.6119276832
703	0.6095779602
704	0.6091421749
705	0.6075167968
706	0.6059802388
707	0.6032102884
708	0.6017514157
709	0.5996144431
710	0.5992105735
711	0.5978243233
712	0.5974467516
713	0.5960188584
714	0.5933783225
715	0.5929019499
716	0.5909738134
717	0.5905595599
718	0.5893030967
719	0.5889796945
720	0.587685895
721	0.5840269107
722	0.5821823558
723	0.5818780091
724	0.5809303412
725	0.5774579556
726	0.5757015164
727	0.5730490634
728	0.5725783946
729	0.5701050881
730	0.5624763924
731	0.5622115562
732	0.5599070689
733	0.5594779731
734	0.5570616789
735	0.5547999032
736	0.5545579773
737	0.5524374254
738	0.5494328305
739	0.5488697211
740	0.54674197
741	0.5406244826
742	0.5345115612
743	0.5340770172
744	0.5312937959
745	0.5304274275
746	0.5288121744
747	0.5247633485
748	0.5202263434
749	0.5159822712
750	0.5133262845
751	0.5108087113
752	0.5084215311
753	0.5059024915
754	0.5034037774
755	0.5014385257
756	0.498692626
757	0.4978161649
758	0.4963397379
759	0.4959711812
760	0.4946150098
761	0.4931936647
762	0.4912982594
763	0.4899411705
764	0.4886707902
765	0.4883210072
766	0.4857540616
767	0.4844578289
768	0.4814712559
769	0.4810756172
770	0.4798334531
771	0.4770582488
772	0.4768447038
773	0.4764762988
774	0.4757252627
775	0.4744801565
776	0.4718887794
777	0.4713627856
778	0.4701853734
779	0.4699663377
780	0.4678850788
781	0.4660385483
782	0.4640598048
783	0.4622912917
784	0.4603225498
785	0.4586278568
786	0.4549557337
787	0.4525153116
788	0.4513548429
789	0.4490882568
790	0.4471849965
791	0.4451901383
792	0.4413968694
793	0.4405166409
794	0.4393742978
795	0.4372518203
796	0.4363459342
797	0.4355572954
798	0.4347459301
799	0.4330693307
800	0.4309298217
801	0.4308002012
802	0.4306800926
803	0.4286954006
804	0.4283287274
805	0.4276093374
806	0.4261461903
807	0.4247624037
808	0.4244539868
809	0.4229084015
810	0.4215061393
811	0.4201818125
812	0.4199533723
813	0.4185783509
814	0.4172359534
815	0.4159671429
816	0.4155818016
817	0.414301737
818	0.4130923295
819	0.4125457416
820	0.4091367454
821	0.4072776469
822	0.4054312729
823	0.4042584594
824	0.403099026
825	0.4020629838
826	0.4005756942
827	0.3994513143
828	0.3983796832
829	0.396840258
830	0.3961845168
831	0.3951613241
832	0.3937175724
833	0.3915004396
834	0.3888482448
835	0.3869933739
836	0.3856299632
837	0.3831362811
838	0.3818481475
839	0.3800803842
840	0.3781438755
841	0.3771600826
842	0.3766925811
843	0.3754675835
844	0.3736204765
845	0.3713917451
846	0.3704632791
847	0.369293857
848	0.3650406508
849	0.3622058529
850	0.3611340776
851	0.3601134983
852	0.3596569167
853	0.3586853457
854	0.357760215
855	0.3568793219
856	0.3557391976
857	0.3540988512
858	0.3526201238
859	0.3516988359
860	0.3507843037
861	0.349906541
862	0.3485077807
863	0.344736825
864	0.3435530276
865	0.3427082723
866	0.3415810159
867	0.340773751
868	0.3392550871
869	0.338177171
870	0.3374023763
871	0.336558089
872	0.3355285816
873	0.3347870174
874	0.3328576232
875	0.3319833885
876	0.3311512692
877	0.3295026495
878	0.3287070244
879	0.3267730812
880	0.3249849617
881	0.3240245591
882	0.3232544603
883	0.3223447261
884	0.32161028
885	0.3199739027
886	0.3192696685
887	0.3184357888
888	0.3177641859
889	0.3162246858
890	0.3152393948
891	0.3145967185
892	0.3136614255
893	0.3117869009
894	0.3108025184
895	0.3090804498
896	0.3075102292
897	0.3066826158
898	0.30566067
899	0.3049362832
900	0.3036040305
901	0.3029092455
902	0.3022476153
903	0.3015239672
904	0.3005939734
905	0.2999219204
906	0.2986810187
907	0.2980668625
908	0.2973466951
909	0.296775049
910	0.295663843
911	0.2950027801
912	0.294357672
913	0.2938397137
914	0.2933499866
915	0.2914651914
916	0.2906146843
917	0.2900244948
918	0.2890939104
919	0.288323667
920	0.2876035167
921	0.2866655903
922	0.2858315511
923	0.2852815341
924	0.2842720795
925	0.2837525989
926	0.2829549319
927	0.2804231255
928	0.2797514997
929	0.2783092949
930	0.2776755526
931	0.2740444714
932	0.2731356987
933	0.272369301
934	0.2716413168
935	0.2709497563
936	0.2685511094
937	0.2678873126
938	0.267256675
939	0.2657330754
940	0.2634326259
941	0.2628261542
942	0.2622439008
943	0.2608441451
944	0.2578709189
945	0.2551085619
946	0.2535973073
947	0.2527645395
948	0.2521945094
949	0.2507600063
950	0.248751824
951	0.2482029598
952	0.2470554248
953	0.2447519329
954	0.2442224485
955	0.2437193366
956	0.2426386277
957	0.240459672
958	0.2399757229
959	0.2389842863
960	0.2368241406
961	0.2356042281
962	0.234965444
963	0.2339650549
964	0.2335140334
965	0.2314800122
966	0.2303735175
967	0.2297559803
968	0.228744696
969	0.2282933046
970	0.2263660193
971	0.2257739625
972	0.2253405525
973	0.2246402202
974	0.2235341212
975	0.2228711761
976	0.2223044323
977	0.2218882221
978	0.2212611485
979	0.2193290507
980	0.2187361382
981	0.2176796769
982	0.2172730619
983	0.2163341562
984	0.2158847603
985	0.2154569072
986	0.2150380343
987	0.2145164196
988	0.2133102494
989	0.2112875225
990	0.2107779299
991	0.2089573157
992	0.2070889078
993	0.2065957174
994	0.2053213462
995	0.2036589031
996	0.2030036898
997	0.2002991066
998	0.1981321676
999	0.1973059756
